"💬 @Aglezterol: “Ninguna de las CC.AA. consultadas ha recibido ni un euro de los fondos prometidos. Además de ser unos fondos ‘bulo’, son insuficientes👉 si usted divide los 625 mill/€ entre los 47 mill. de habitantes, tocan a cada español 13,29€"".🔴 ¿Creen que es suficiente? https://t.co/1ngXCWXUkf",0
"Eurostat detecta un desfase en el déficit de 2.300 millones de euros superior al anunciado por el Gobierno y sitúa el déficit en el 2,8% del PIB.El Gobierno:- Credibilidad = 0.- Gestión = 0.- Eficacia =0.https://t.co/R5hnWmOY9C vía @libertaddigital",1
"Sanidad adjudica a una firma sin empleados un contrato de 4,2 millones via @el_pais https://t.co/6Azzs8u9Gz. Cada día se superan.",0
"El coronavirus se ceba con gobiernos ineficaces. En España cae la producción un 90%, en Alemania un 10%. Esto ha causado casi un millón de parados (como si todo Valencia perdiera el empleo). Y casi 100.000 desempleados por ERTE diarios (como si todo Toledo lo sufriera cada día) https://t.co/KHyI7TWci8",1
"Dejen de engañarnos: nos tenemos que enterar por el Senado italiano que Sánchez se plantea pedir el rescate. Por la UE que han ocultado 3.000 millones de déficit. Y por la prensa que no están pagando los ERTE y piden a las empresas adelantarlos, como hizo ZP al quebrar el tesoro. https://t.co/PBIlZUp4bU",1
"En 2008 se deshaució, despidió, cortó suministros, se recortaron en derechos laborales.Ahora se han prohibido los despidos, los cortes de suministros, se dan ayudas a autónomos. Este gobierno va a hacer las cosas de forma  diferente a 2008📺 @Alber_Canarias en @canalsur https://t.co/IOB4EhrYSB",0
"El juez del 3% imputa a los exconsejeros de la Generalitat Jané, Puig, Rigau y Macias por blanqueo de comisiones.El separatismo ha institucionalizado la corrupción en Cataluña. El ""poble"" lo utilizan para llenar sus bolsillos. https://t.co/WlccI6rqQV",0
"Se hacen llamar EL GOBIERNOHacen estas cosas con la salud y el dinero de los españoles 👇👇👇Sanidad adjudica a una firma sin empleados un contrato de 4,2 millones https://t.co/Zl40hT1t9h",0
El Gobierno pagó un sobreprecio de más del 350 por cien en los test fallidosEl producto cuesta menos de tres euros en la fábrica de China y varios distribuidores lo venden en España a unos siete euros: Sanidad abonó 26 https://t.co/YrDhVNHzoB,1
"Más de 100.00 fijos discontinuos de Andalucía podrán acogerse al RD15/2020. Estas medidas son vitales para Andalucía, q se sustenta en gran parte en el turismo y la hostelería, donde son mayoría los trabajadores con este tipo de contrato. Seguimos 💪🏼✊🏼 https://t.co/fEv4oewcEZ",0
"🔴@salvadorilla, @sanidadgob: Las cifras se mantienen en un 2% de contagio, hace un mes era del 25%. Estamos consiguiendo los objetivos de ralentización de esta semana. Seguimos en confinamiento. Ayer prologamos durante 15 días del estado de alarma. #AhoraTocaLucharJuntos https://t.co/LPFlAZdQpi",0
"Hoy, 23 de Abril, festividad de #CyL , quiero recordar a los 270 fallecidos en los Hospitales de Valladolid, a los 1.582 en CyL y a quienes han fallecido en residencias y domicilios.También dar ánimo y fuerza a quienes están hospitalizados en unidades de críticos y planta.",0
"Todo es oscuro en la gestión de compras de @sanchezcastejon y de @salvadorilla El proveedor que facturó 263,12 millones a Sanidad exigía todo el dinero por adelantado https://t.co/MLVqprjGMP",0
"El SMA rechaza el plan del SAS, q prevé la vuelta a la normalidad en la sanidad sin q se hayan tomado las medidas necesarias para garantizar la seguridad. La cifra de contagiados entre los sanitarios andaluces es dl 21,4% frente al 16% de la media del país https://t.co/8COF9nYSS3",1
"¿Cuantas vidas se han perdido por falta de test?. Sanidad vio la ""necesidad inaplazable"" de comprar test de coronavirus cuando España ya tenía 598 muertos https://t.co/qvtozaBzXo",0
"¿Que ocultan @salvadorilla y @sanchezcastejon? El Gobierno pagó a Interpharma 26 euros por cada test 'fake', casi el triple del precio de mercado https://t.co/494pYzBx4V",1
"Xa Gob son sólo números, xo dato es gravísimo.Mucha defensa d sanidad pública d “boquilla”xo abandono a sanitarios es clamoroso. Son ya 34.355 los sanitarios que han dado positivo  x Covid-19 en España desde el inicio de la epidemia https://t.co/SiQeN9DhSu  @GPPopular @populares",0
"La tasa de contagios se va reduciendo, hoy es 10 veces inferior a la que teníamos antes de la declaración del estado de alarma, y la cifra de curados también es cada día más alta. Hoy ya representa más del 40% de los casos confirmados. 🗣️ @salvadorilla #AhoraTocaLucharJuntos https://t.co/qt2vq0hqwf",1
📊 Datos actualizados #COVID19 213.024 contagio (+4.635).22.157 fallecidos (+440)✅ 89.250 curados (+3.335)🗣️ @salvadorilla #AhoraTocaLucharJuntos https://t.co/3a4tEm4LHF,0
"Quinta comparecencia de @salvadorilla #ComisiónDeSanidaYConsumoEn las últimas semanas hemos pasado de:👉un incremento diario de un 25% a 👉un incremento d 0,8a%@gpscongreso #TransparenciaInformativa #ControlParlamentario https://t.co/T5iTzj3nAT",0
🔴 1.202 sanitarios infectados en 24 horas. 34.355 en total. Y mientras nos seguimos enterando de nuevos hechos sobre la nefasta gestión de la autoridad sanitaria única en la compra de mascarillas y test. El Gobierno tiene que dar muchísimas explicaciones. Es inadmisible.,0
"Xa Gob serán datos, xo es GRAVE. Los q van d defensores d sanidad públ  abandonan a su suerte a servidores públicos, las cifras corroboran. Son ya 34.355 los sanitarios q han dado positivo x Covid-19 en España desde el inicio de la epidemia https://t.co/SiQeN9DhSu vía @elindepcom",0
"Reunión telemática con la dirección del @gpssenado para analizar la situación del #COVID19. El Gobierno está actuando a la altura de esta crisis, la peor de los últimos cien años #AhoraTocaLucharJuntos https://t.co/FZky3EVlCT",0
"La Comisión Interministerial de Precios de los Medicamentos ha fijado: 😷 0,96€ el precio de la mascarilla quirúrgica. 🧼 Los geles hidroalcohólicos con cantidades que van de los 0,018 y 0,021€ por litro. 🗣️ @salvadorilla #AhoraTocaLucharJuntos https://t.co/0LwWcxdmA6",0
"Hemos adquirido más de 100M de elementos de protección individual y productos sanitarios70.657.587 son mascarillas para sanitarios.A las CCAA les hemos enviado 53M de mascarillas, 218.000 gafas de protección o 27M de guantes. 🗣️@salvadorilla#AhoraTocaLucharJuntos https://t.co/x7kdvuOOJ6",0
El ministro del interior nos cuenta que a todas las FFCCSSE el Gobierno les ha hecho 5.000 test.Para más de 170.000 profesionales que están en primera línea eso es poquísimo.Le llevamos diciendo al Gobierno que hay q hacer test a todos. Lo vamos a seguir reivindicando con firmeza https://t.co/rbKj4T19Zv,0
"Hasta q Gob no asuma q test masivos y aislamiento d contagiados es única receta, seguiremos teniendo cifras d contagios al día ( más de 4000). #PenayRabia Sube ligeramente la cifra de muertos por Covid-19 en España: 440 fallecidos en las últimas 24 hrs https://t.co/FaBfNxNbwp",0
"20 nuevos fallecidos en la Comunitat por coronavirus. Un total de 1132 personas han perdido la vida a lo largo de esta pandemia. Mucho ánimo a sus familiaresContinúa el repunte de contagios, con 164 casos más contabilizadosPero las 377 nuevas altas nos dan signos de esperanza https://t.co/8Lts1geG4Q",0
Los demás Colegios podrían seguir el ejemploEl Colegio de Melilla anticipa hasta mil euros a los abogados del turno de oficio a cuenta de lo que se les debe - Confilegal https://t.co/HbdjSd2qav,1
"Solo el 14 de abril entraron en el Mar Menor:❌ 58 millones de litros de agua dulce. ❌10,7 toneladas de nitratos.⚠️El bombeo de la rambla del Albujón sigue parado.Urge tomar decisiones, es necesario el trabajo conjunto de Gobiernos central y regional con los Ayuntamientos.",1
Feliz #SantaFaz a los alicantinos. Este año la necesitamos más que nunca https://t.co/lWnl9dpDoi,0
"Medios de derecha dicen que el Gobierno prorrogó ayer Alarma “solo” y “acosado” en un @Congreso_Es “hostil”➡️Ahora la verdad: la autorización obtuvo 269 votos a favor, el 77%, y se rechazaron las 53 enmiendas registradasSi esto es soledad, la queremos para toda la legislatura https://t.co/AmC6Zo1sIc",0
"Dice Marlaska sobre la @guardiacivil y @policia ""al margen de los primeros días de marzo, nunca faltaron medios y equipos para protección de nuestros hombres""Sobran los comentarios, los hechos pesan más que las palabras, miles de Guardias Civiles y Policías Nacionales lo saben.",0
"Desciende la tasa de crecimiento del #COVID19 en la provincia de #LeonEsp hasta el 4,3%.Ya tenemos 89250 recuperados, 1199 en la provincia de León ❤️.Venceremos. 💪#EsteVirusLosParamosUnidos https://t.co/TzmpFhKz6J",0
"✈️Según la @CNMC_ES, el precio de los vuelos de Canarias con la península se ha encarecido.🔎Desde el @GPPopular instaremos al Gobierno a que fiscalice la correcta aplicación de la bonificación del 75%.🇮🇨 Los logros conseguidos en nuestro #REF deben garantizarse plenamente. https://t.co/3D6jK29UfQ",0
